2014,4択,"A、B、Cなどのアルファベットを用いて日本語の音を表記したものを何という？
(1) 仮名 (2) 漢字 (3) 数字 (4) ローマ字",(4) ローマ字,,,タグ
2012,ノーマル,ギニア共和国の首都はコナクリですが、赤道ギニア共和国の首都はどこでしょう？,マラボ
2012,ノーマル,キセルで、タバコの葉を入れて火をつける部分を何というでしょう？,雁首(がんくび)
2012,ノーマル,第一国立銀行、東京ガス、日本郵船など多くの企業の設立に関わり、「日本近代経済の父」と呼ばれる実業家は誰でしょう？,渋沢栄一(しぶさわ・えいいち)
2012,ノーマル,1950年に第1回日本シリーズの第1戦が行われた、現在はヤクルトスワローズが本拠地とする野球場はどこでしょう？,神宮球場(じんぐうきゅうじょう)
2012,ノーマル,カミーユ・サン=サーンスが作曲を手がけた、旧約聖書に登場する怪力の英雄を題材としたオペラは何でしょう？,『サムソンとデリラ』
2012,ノーマル,女性が掲載されていてもこの様に呼ばれる、存命中の有名人や会社役員などの情報をまとめた冊子の事を何というでしょう？,紳士録(しんしろく)
2012,ノーマル,短編集『ダブリン市民』や小説『ユリシーズ』などの作品で知られる、アイルランド出身の作家は誰でしょう？,ジェイムズ・ジョイス
2012,ノーマル,数学のフィールズ賞とネヴァリンナ賞の受賞資格があるのは、いずれも満何歳以下と定められているでしょう？,40歳(40とし)
2012,ノーマル,旧日本軍の戦闘機・ゼロ戦が所属していたのは、陸海空のうちどの軍でしょう？,海軍(かいぐん)
2012,ノーマル,サラリーマン川柳を発表しているのは第一生命ですが、創作四字熟語を発表している生命保険会社はどこでしょう？,住友生命(すみとも)
2012,ノーマル,韓国でも「花闘(ファトゥ)」という名で広まっている、四季折々の植物が描かれた札を使って遊ぶ日本のカードゲームは何でしょう？,花札(はなふだ)
2012,ノーマル,医師免許を持っていたため「ドトール」の愛称で呼ばれた、ジーコらと共にブラジル代表として活躍した往年のサッカー選手は誰でしょう？,ソクラテス
2012,ノーマル,チェコのクリッチが発明した写真印刷に適した印刷法で、現在では雑誌などの写真ページを指す言葉になっているのは何でしょう？,グラビア
2012,ノーマル,「ナイジェリア」という国名の由来となった、アフリカを流れる川は何でしょう？,ニジェール川(にじぇーるかわ)
2012,ノーマル,よくスモークサーモンに添えられる、フウチョウソウ科の植物のつぼみをピクルスにしたものを何というでしょう？,ケッパー
2012,ノーマル,正式名称を『幻想曲風ソナタ』という、ベートーベン作曲のピアノソナタ第 14番嬰(えい)ハ短調の通称は何でしょう？,『月光』(『げっこう』)
2012,ノーマル,もともとは「歯の間が詰まっている」という意味の言葉で、目先のことにとらわれて気持ちが落ち着かない様子を表すのは何でしょう？,齷齪(あくせく)
2012,ノーマル,ルイ 14世によるフランス絶対王制の絶頂期を支えたといわれる、重商主義政策を行った財務総監は誰でしょう？,ジャン=バティスト・コルベール
2012,ノーマル,現在はクラーク記念国際高等学校の校長を務めている、2008年、日本人最高齢の75歳でエベレスト登頂に成功した登山家は誰でしょう？,三浦雄一郎(みうら・ゆういちろう)
2012,ノーマル,スコットランド西部の町の名前がつけられた、ネクタイやハンカチの柄としてお馴染みの勾玉に似た模様は何でしょう？,ペイズリー
2012,ノーマル,東海道五十三次の宿場町で、日本橋から数えても京都から数えても 27番目と真ん中になるのはどこでしょう？,袋井(ふくろい)
2012,ノーマル,昨年開通した東北新幹線「はやぶさ」に導入されている、新幹線における最上級クラスの座席を「何クラス」というでしょう？,グランクラス
2012,ノーマル,尺貫法の単位で、1尺は 10寸ですが、1間は何尺でしょう？,6尺(6しゃく)
2012,ノーマル,オーストリアの経済学者シュンペーターが提唱した、停滞した均衡状態を打破するような社会的革新のことを英語で何というでしょう？,イノベーション
2012,ノーマル,1984年に、ヨーグルト、青りんご、小倉、ピーナッツの4種類でスタートした、柔らかい食パンの間に具を閉じ込めた、山崎製パンの人気サンドイッチシリーズは何でしょう？,ランチパック
2012,ノーマル,横浜ベイスターズとソフトバンクホークスで首位打者となり、史上2人目となるセパ両リーグでの首位打者を獲得した野球選手は誰でしょう？,内川聖一(うちかわ・せいいち)
2012,ノーマル,「Hatch(ハッチ)」「Zoff(ゾフ)」「JINS(ジンズ)」といえば、どんな装身具で有名なブランドでしょう？,眼鏡(めがね)
2012,ノーマル,ミーアキャットの主な生息地としても知られ、ボツワナの面積の約 70%を占めている、アフリカ南部に広がる砂漠は何でしょう？,カラハリ砂漠(からはりさばく)
2012,ノーマル,生物学者ダーウィンの祖父である、クイーンズウェア、ジャスパーウェアなどで知られる世界的陶磁器メーカーの創業者は誰でしょう？,ジョサイア・ウェッジウッド
2012,ノーマル,たんぱく質のケラチンを栄養源として増殖する、水虫の原因となる菌は何でしょう？,白癬菌(はくせんきん)
2012,ノーマル,元々は食事の仕度を整える事で、転じて物事にすぐ取りかかれる様にあらかじめ準備をしておく事を何というでしょう？,お膳立て(おぜんだて)
2012,ノーマル,本名を斉藤福という、/江戸幕府三代将軍・徳川家光の乳母となった人物は誰でしょう？,春日局(かすがのつぼね)
2012,ノーマル,2012年現在、女子円盤投げとハンマー投げの2種目で日本記録を保持するミズノ所属の選手は誰でしょう？,室伏由佳(むろふしゆか)
2012,ノーマル,1960年代に平野謙により提起された文学論争の名にもなっている、大衆文学に対して芸術性に重きをおいた文学作品を指す言葉は何でしょう？,純文学(じゅんぶんがく)
2012,ノーマル,アルミニウム・亜鉛・スズ・鉛に代表される、酸にも塩基にも溶ける金属元素を何というでしょう？,両性元素(りょうせいげんそ)
2012,ノーマル,今年1月 11日にメジャーファーストシングル『つけまつける』をリリースした、青文字系ファッション雑誌で活躍するモデルは誰でしょう？,きゃりーぱみゅぱみゅ(きゃろらいんちゃろんぷろっぷきゃりーぱみゅぱみゅ、きゃりー)
2012,ノーマル,日本国憲法第 38条で保障されている、自分に不利益な供述を強要されないという権利のことを何というでしょう？,黙秘権(もくひけん)
